audio_id,name,instrument,technique,duration,pitch,pitch_id,dynamics,dynamics_id,instance_id,string_id
264,violoncello_ord_F4_ff_264.wav,Violoncello,ordinario,7.258,F4,65,ff,4,1,2.0
265,violoncello_ord_F4_ff_265.wav,Violoncello,ordinario,7.206,F4,65,ff,4,2,3.0
266,violoncello_ord_F#4_ff_266.wav,Violoncello,ordinario,7.364,F#4,66,ff,4,0,1.0
267,violoncello_ord_F#4_ff_267.wav,Violoncello,ordinario,7.268,F#4,66,ff,4,1,2.0
268,violoncello_ord_G4_ff_268.wav,Violoncello,ordinario,9.024,G4,67,ff,4,0,1.0
269,violoncello_ord_G4_ff_269.wav,Violoncello,ordinario,7.678,G4,67,ff,4,1,2.0
270,violoncello_ord_G#4_ff_270.wav,Violoncello,ordinario,7.511,G#4,68,ff,4,0,1.0
271,violoncello_ord_G#4_ff_271.wav,Violoncello,ordinario,6.524,G#4,68,ff,4,1,2.0
272,violoncello_ord_A4_ff_272.wav,Violoncello,ordinario,7.384,A4,69,ff,4,0,1.0
273,violoncello_ord_A4_ff_273.wav,Violoncello,ordinario,6.854,A4,69,ff,4,1,2.0
274,violoncello_ord_A#4_ff_274.wav,Violoncello,ordinario,7.168,A#4,70,ff,4,0,1.0
275,violoncello_ord_A#4_ff_275.wav,Violoncello,ordinario,7.3,A#4,70,ff,4,1,2.0
276,violoncello_ord_B4_ff_276.wav,Violoncello,ordinario,7.416,B4,71,ff,4,0,1.0
277,violoncello_ord_B4_ff_277.wav,Violoncello,ordinario,8.067,B4,71,ff,4,1,2.0
278,violoncello_ord_C5_ff_278.wav,Violoncello,ordinario,6.502,C5,72,ff,4,0,1.0
279,violoncello_ord_C5_ff_279.wav,Violoncello,ordinario,6.857,C5,72,ff,4,1,2.0
280,violoncello_ord_C#5_ff_280.wav,Violoncello,ordinario,6.92,C#5,73,ff,4,0,1.0
281,violoncello_ord_D5_ff_281.wav,Violoncello,ordinario,6.973,D5,74,ff,4,0,1.0
282,violoncello_ord_D#5_ff_282.wav,Violoncello,ordinario,7.385,D#5,75,ff,4,0,1.0
283,violoncello_ord_E5_ff_283.wav,Violoncello,ordinario,6.458,E5,76,ff,4,0,1.0
284,violoncello_ord_F5_ff_284.wav,Violoncello,ordinario,7.397,F5,77,ff,4,0,1.0
285,violoncello_ord_F#5_ff_285.wav,Violoncello,ordinario,6.45,F#5,78,ff,4,0,1.0
286,violoncello_ord_G5_ff_286.wav,Violoncello,ordinario,6.161,G5,79,ff,4,0,1.0
287,violoncello_ord_G#5_ff_287.wav,Violoncello,ordinario,6.292,G#5,80,ff,4,0,1.0
288,violoncello_ord_A5_ff_288.wav,Violoncello,ordinario,5.873,A5,81,ff,4,0,1.0
289,violoncello_ord_A#5_ff_289.wav,Violoncello,ordinario,6.799,A#5,82,ff,4,0,1.0
290,violoncello_ord_B5_ff_290.wav,Violoncello,ordinario,6.415,B5,83,ff,4,0,1.0
291,violoncello_ord_C6_ff_291.wav,Violoncello,ordinario,6.415,C6,84,ff,4,0,1.0
292,contrabass_ord_E1_pp_292.wav,Contrabass,ordinario,14.217,E1,28,pp,0,3,4.0
293,contrabass_ord_F1_pp_293.wav,Contrabass,ordinario,10.806,F1,29,pp,0,3,4.0
294,contrabass_ord_F#1_pp_294.wav,Contrabass,ordinario,10.27,F#1,30,pp,0,3,4.0
295,contrabass_ord_G1_pp_295.wav,Contrabass,ordinario,9.212,G1,31,pp,0,3,4.0
296,contrabass_ord_G#1_pp_296.wav,Contrabass,ordinario,8.203,G#1,32,pp,0,3,4.0
297,contrabass_ord_A1_pp_297.wav,Contrabass,ordinario,9.542,A1,33,pp,0,2,3.0
298,contrabass_ord_A1_pp_298.wav,Contrabass,ordinario,10.981,A1,33,pp,0,3,4.0
299,contrabass_ord_A#1_pp_299.wav,Contrabass,ordinario,9.008,A#1,34,pp,0,2,3.0
300,contrabass_ord_A#1_pp_300.wav,Contrabass,ordinario,8.322,A#1,34,pp,0,3,4.0
301,contrabass_ord_B1_pp_301.wav,Contrabass,ordinario,9.162,B1,35,pp,0,2,3.0
302,contrabass_ord_B1_pp_302.wav,Contrabass,ordinario,7.599,B1,35,pp,0,3,4.0
303,contrabass_ord_C2_pp_303.wav,Contrabass,ordinario,7.189,C2,36,pp,0,2,3.0
304,contrabass_ord_C2_pp_304.wav,Contrabass,ordinario,7.046,C2,36,pp,0,3,4.0
305,contrabass_ord_C#2_pp_305.wav,Contrabass,ordinario,7.621,C#2,37,pp,0,2,3.0
306,contrabass_ord_C#2_pp_306.wav,Contrabass,ordinario,6.651,C#2,37,pp,0,3,4.0
307,contrabass_ord_D2_pp_307.wav,Contrabass,ordinario,12.054,D2,38,pp,0,1,2.0
308,contrabass_ord_D2_pp_308.wav,Contrabass,ordinario,9.223,D2,38,pp,0,2,3.0
309,contrabass_ord_D2_pp_309.wav,Contrabass,ordinario,7.113,D2,38,pp,0,3,4.0
310,contrabass_ord_D#2_pp_310.wav,Contrabass,ordinario,7.528,D#2,39,pp,0,1,2.0
311,contrabass_ord_D#2_pp_311.wav,Contrabass,ordinario,8.138,D#2,39,pp,0,2,3.0
312,contrabass_ord_D#2_pp_312.wav,Contrabass,ordinario,5.592,D#2,39,pp,0,3,4.0
313,contrabass_ord_E2_pp_313.wav,Contrabass,ordinario,8.98,E2,40,pp,0,1,2.0
314,contrabass_ord_E2_pp_314.wav,Contrabass,ordinario,7.682,E2,40,pp,0,2,3.0
315,contrabass_ord_E2_pp_315.wav,Contrabass,ordinario,7.443,E2,40,pp,0,3,4.0
316,contrabass_ord_F2_pp_316.wav,Contrabass,ordinario,7.551,F2,41,pp,0,1,2.0
317,contrabass_ord_F2_pp_317.wav,Contrabass,ordinario,6.991,F2,41,pp,0,2,3.0
318,contrabass_ord_F2_pp_318.wav,Contrabass,ordinario,6.604,F2,41,pp,0,3,4.0
319,contrabass_ord_F#2_pp_319.wav,Contrabass,ordinario,7.125,F#2,42,pp,0,1,2.0
320,contrabass_ord_F#2_pp_320.wav,Contrabass,ordinario,5.934,F#2,42,pp,0,2,3.0
321,contrabass_ord_F#2_pp_321.wav,Contrabass,ordinario,6.266,F#2,42,pp,0,3,4.0
322,contrabass_ord_G2_pp_322.wav,Contrabass,ordinario,9.231,G2,43,pp,0,0,1.0
323,contrabass_ord_G2_pp_323.wav,Contrabass,ordinario,6.926,G2,43,pp,0,1,2.0
324,contrabass_ord_G2_pp_324.wav,Contrabass,ordinario,5.836,G2,43,pp,0,2,3.0
325,contrabass_ord_G2_pp_325.wav,Contrabass,ordinario,6.166,G2,43,pp,0,3,4.0
326,contrabass_ord_G#2_pp_326.wav,Contrabass,ordinario,6.176,G#2,44,pp,0,0,1.0
327,contrabass_ord_G#2_pp_327.wav,Contrabass,ordinario,6.915,G#2,44,pp,0,1,2.0
328,contrabass_ord_G#2_pp_328.wav,Contrabass,ordinario,6.257,G#2,44,pp,0,2,3.0
329,contrabass_ord_G#2_pp_329.wav,Contrabass,ordinario,6.553,G#2,44,pp,0,3,4.0
330,contrabass_ord_A2_pp_330.wav,Contrabass,ordinario,7.751,A2,45,pp,0,0,1.0
331,contrabass_ord_A2_pp_331.wav,Contrabass,ordinario,6.376,A2,45,pp,0,1,2.0
332,contrabass_ord_A2_pp_332.wav,Contrabass,ordinario,5.236,A2,45,pp,0,2,3.0
333,contrabass_ord_A2_pp_333.wav,Contrabass,ordinario,6.118,A2,45,pp,0,3,4.0
334,contrabass_ord_A#2_pp_334.wav,Contrabass,ordinario,6.64,A#2,46,pp,0,0,1.0
335,contrabass_ord_A#2_pp_335.wav,Contrabass,ordinario,6.532,A#2,46,pp,0,1,2.0
336,contrabass_ord_A#2_pp_336.wav,Contrabass,ordinario,6.1,A#2,46,pp,0,2,3.0
337,contrabass_ord_A#2_pp_337.wav,Contrabass,ordinario,6.544,A#2,46,pp,0,3,4.0
338,contrabass_ord_B2_pp_338.wav,Contrabass,ordinario,7.48,B2,47,pp,0,0,1.0
339,contrabass_ord_B2_pp_339.wav,Contrabass,ordinario,6.942,B2,47,pp,0,1,2.0
340,contrabass_ord_B2_pp_340.wav,Contrabass,ordinario,6.474,B2,47,pp,0,2,3.0
341,contrabass_ord_B2_pp_341.wav,Contrabass,ordinario,6.634,B2,47,pp,0,3,4.0
342,contrabass_ord_C3_pp_342.wav,Contrabass,ordinario,6.306,C3,48,pp,0,0,1.0
343,contrabass_ord_C3_pp_343.wav,Contrabass,ordinario,5.2,C3,48,pp,0,1,2.0
344,contrabass_ord_C3_pp_344.wav,Contrabass,ordinario,5.43,C3,48,pp,0,2,3.0
345,contrabass_ord_C3_pp_345.wav,Contrabass,ordinario,5.719,C3,48,pp,0,3,4.0
346,contrabass_ord_C#3_pp_346.wav,Contrabass,ordinario,6.198,C#3,49,pp,0,0,1.0
347,contrabass_ord_C#3_pp_347.wav,Contrabass,ordinario,5.957,C#3,49,pp,0,1,2.0
348,contrabass_ord_C#3_pp_348.wav,Contrabass,ordinario,7.73,C#3,49,pp,0,2,3.0
349,contrabass_ord_C#3_pp_349.wav,Contrabass,ordinario,6.8,C#3,49,pp,0,3,4.0
350,contrabass_ord_D3_pp_350.wav,Contrabass,ordinario,7.036,D3,50,pp,0,0,1.0
351,contrabass_ord_D3_pp_351.wav,Contrabass,ordinario,5.951,D3,50,pp,0,1,2.0
352,contrabass_ord_D3_pp_352.wav,Contrabass,ordinario,6.103,D3,50,pp,0,2,3.0
353,contrabass_ord_D3_pp_353.wav,Contrabass,ordinario,7.588,D3,50,pp,0,3,4.0
354,contrabass_ord_D#3_pp_354.wav,Contrabass,ordinario,6.275,D#3,51,pp,0,0,1.0
355,contrabass_ord_D#3_pp_355.wav,Contrabass,ordinario,6.456,D#3,51,pp,0,1,2.0
356,contrabass_ord_D#3_pp_356.wav,Contrabass,ordinario,5.753,D#3,51,pp,0,2,3.0
357,contrabass_ord_D#3_pp_357.wav,Contrabass,ordinario,5.978,D#3,51,pp,0,3,4.0
358,contrabass_ord_E3_pp_358.wav,Contrabass,ordinario,7.641,E3,52,pp,0,0,1.0
359,contrabass_ord_E3_pp_359.wav,Contrabass,ordinario,5.731,E3,52,pp,0,1,2.0
360,contrabass_ord_E3_pp_360.wav,Contrabass,ordinario,7.074,E3,52,pp,0,2,3.0
361,contrabass_ord_F3_pp_361.wav,Contrabass,ordinario,5.618,F3,53,pp,0,0,1.0
362,contrabass_ord_F3_pp_362.wav,Contrabass,ordinario,5.623,F3,53,pp,0,1,2.0
363,contrabass_ord_F3_pp_363.wav,Contrabass,ordinario,4.592,F3,53,pp,0,2,3.0
364,contrabass_ord_F#3_pp_364.wav,Contrabass,ordinario,5.469,F#3,54,pp,0,0,1.0
365,contrabass_ord_F#3_pp_365.wav,Contrabass,ordinario,5.29,F#3,54,pp,0,1,2.0
366,contrabass_ord_F#3_pp_366.wav,Contrabass,ordinario,5.087,F#3,54,pp,0,2,3.0
367,contrabass_ord_G3_pp_367.wav,Contrabass,ordinario,5.807,G3,55,pp,0,0,1.0
368,contrabass_ord_G3_pp_368.wav,Contrabass,ordinario,5.646,G3,55,pp,0,1,2.0
369,contrabass_ord_G3_pp_369.wav,Contrabass,ordinario,4.36,G3,55,pp,0,2,3.0
370,contrabass_ord_G#3_pp_370.wav,Contrabass,ordinario,6.319,G#3,56,pp,0,0,1.0
371,contrabass_ord_G#3_pp_371.wav,Contrabass,ordinario,5.733,G#3,56,pp,0,1,2.0
372,contrabass_ord_G#3_pp_372.wav,Contrabass,ordinario,5.507,G#3,56,pp,0,2,3.0
373,contrabass_ord_A3_pp_373.wav,Contrabass,ordinario,6.009,A3,57,pp,0,0,1.0
374,contrabass_ord_A3_pp_374.wav,Contrabass,ordinario,5.71,A3,57,pp,0,1,2.0
375,contrabass_ord_A#3_pp_375.wav,Contrabass,ordinario,5.368,A#3,58,pp,0,0,1.0
376,contrabass_ord_A#3_pp_376.wav,Contrabass,ordinario,4.637,A#3,58,pp,0,1,2.0
377,contrabass_ord_B3_pp_377.wav,Contrabass,ordinario,5.926,B3,59,pp,0,0,1.0
378,contrabass_ord_B3_pp_378.wav,Contrabass,ordinario,6.199,B3,59,pp,0,1,2.0
379,contrabass_ord_C4_pp_379.wav,Contrabass,ordinario,4.699,C4,60,pp,0,0,1.0
380,contrabass_ord_C4_pp_380.wav,Contrabass,ordinario,4.839,C4,60,pp,0,1,2.0
381,contrabass_ord_C#4_pp_381.wav,Contrabass,ordinario,6.653,C#4,61,pp,0,0,1.0
382,contrabass_ord_C#4_pp_382.wav,Contrabass,ordinario,5.246,C#4,61,pp,0,1,2.0
383,contrabass_ord_D4_pp_383.wav,Contrabass,ordinario,5.539,D4,62,pp,0,0,1.0
384,contrabass_ord_D4_pp_384.wav,Contrabass,ordinario,4.653,D4,62,pp,0,1,2.0
385,contrabass_ord_D#4_pp_385.wav,Contrabass,ordinario,5.211,D#4,63,pp,0,0,1.0
386,contrabass_ord_E4_pp_386.wav,Contrabass,ordinario,5.299,E4,64,pp,0,0,1.0
387,contrabass_ord_F4_pp_387.wav,Contrabass,ordinario,4.15,F4,65,pp,0,0,1.0
388,contrabass_ord_F#4_pp_388.wav,Contrabass,ordinario,4.239,F#4,66,pp,0,0,1.0
389,contrabass_ord_G4_pp_389.wav,Contrabass,ordinario,5.027,G4,67,pp,0,0,1.0
390,contrabass_ord_G#4_pp_390.wav,Contrabass,ordinario,4.374,G#4,68,pp,0,0,1.0
391,contrabass_ord_A4_pp_391.wav,Contrabass,ordinario,4.684,A4,69,pp,0,0,1.0
392,contrabass_ord_A#4_pp_392.wav,Contrabass,ordinario,4.183,A#4,70,pp,0,0,1.0
393,contrabass_ord_B4_pp_393.wav,Contrabass,ordinario,4.483,B4,71,pp,0,0,1.0
394,contrabass_ord_C5_pp_394.wav,Contrabass,ordinario,4.235,C5,72,pp,0,0,1.0
395,contrabass_ord_E1_mf_395.wav,Contrabass,ordinario,12.135,E1,28,mf,2,3,4.0
396,contrabass_ord_F1_mf_396.wav,Contrabass,ordinario,9.968,F1,29,mf,2,3,4.0
397,contrabass_ord_F#1_mf_397.wav,Contrabass,ordinario,8.831,F#1,30,mf,2,3,4.0
398,contrabass_ord_G1_mf_398.wav,Contrabass,ordinario,8.335,G1,31,mf,2,3,4.0
399,contrabass_ord_G#1_mf_399.wav,Contrabass,ordinario,7.174,G#1,32,mf,2,3,4.0
400,contrabass_ord_A1_mf_400.wav,Contrabass,ordinario,9.588,A1,33,mf,2,2,3.0
401,contrabass_ord_A1_mf_401.wav,Contrabass,ordinario,7.506,A1,33,mf,2,3,4.0
402,contrabass_ord_A#1_mf_402.wav,Contrabass,ordinario,7.515,A#1,34,mf,2,2,3.0
403,contrabass_ord_A#1_mf_403.wav,Contrabass,ordinario,7.087,A#1,34,mf,2,3,4.0
404,contrabass_ord_B1_mf_404.wav,Contrabass,ordinario,7.093,B1,35,mf,2,2,3.0
405,contrabass_ord_B1_mf_405.wav,Contrabass,ordinario,6.919,B1,35,mf,2,3,4.0
406,contrabass_ord_C2_mf_406.wav,Contrabass,ordinario,5.495,C2,36,mf,2,2,3.0
407,contrabass_ord_C2_mf_407.wav,Contrabass,ordinario,6.341,C2,36,mf,2,3,4.0
408,contrabass_ord_C#2_mf_408.wav,Contrabass,ordinario,6.366,C#2,37,mf,2,2,3.0
409,contrabass_ord_C#2_mf_409.wav,Contrabass,ordinario,5.201,C#2,37,mf,2,3,4.0
410,contrabass_ord_D2_mf_410.wav,Contrabass,ordinario,11.242,D2,38,mf,2,1,2.0
411,contrabass_ord_D2_mf_411.wav,Contrabass,ordinario,7.519,D2,38,mf,2,2,3.0
412,contrabass_ord_D2_mf_412.wav,Contrabass,ordinario,5.386,D2,38,mf,2,3,4.0
413,contrabass_ord_D#2_mf_413.wav,Contrabass,ordinario,6.438,D#2,39,mf,2,1,2.0
414,contrabass_ord_D#2_mf_414.wav,Contrabass,ordinario,6.138,D#2,39,mf,2,2,3.0
415,contrabass_ord_D#2_mf_415.wav,Contrabass,ordinario,5.335,D#2,39,mf,2,3,4.0
416,contrabass_ord_E2_mf_416.wav,Contrabass,ordinario,7.027,E2,40,mf,2,1,2.0
417,contrabass_ord_E2_mf_417.wav,Contrabass,ordinario,6.424,E2,40,mf,2,2,3.0
418,contrabass_ord_E2_mf_418.wav,Contrabass,ordinario,5.545,E2,40,mf,2,3,4.0
419,contrabass_ord_F2_mf_419.wav,Contrabass,ordinario,5.875,F2,41,mf,2,1,2.0
420,contrabass_ord_F2_mf_420.wav,Contrabass,ordinario,6.165,F2,41,mf,2,2,3.0
421,contrabass_ord_F2_mf_421.wav,Contrabass,ordinario,5.301,F2,41,mf,2,3,4.0
422,contrabass_ord_F#2_mf_422.wav,Contrabass,ordinario,6.617,F#2,42,mf,2,1,2.0
423,contrabass_ord_F#2_mf_423.wav,Contrabass,ordinario,4.967,F#2,42,mf,2,2,3.0
424,contrabass_ord_F#2_mf_424.wav,Contrabass,ordinario,5.846,F#2,42,mf,2,3,4.0
425,contrabass_ord_G2_mf_425.wav,Contrabass,ordinario,7.993,G2,43,mf,2,0,1.0
426,contrabass_ord_G2_mf_426.wav,Contrabass,ordinario,6.894,G2,43,mf,2,1,2.0
427,contrabass_ord_G2_mf_427.wav,Contrabass,ordinario,5.31,G2,43,mf,2,2,3.0
428,contrabass_ord_G2_mf_428.wav,Contrabass,ordinario,5.518,G2,43,mf,2,3,4.0
429,contrabass_ord_G#2_mf_429.wav,Contrabass,ordinario,7.011,G#2,44,mf,2,0,1.0
430,contrabass_ord_G#2_mf_430.wav,Contrabass,ordinario,6.264,G#2,44,mf,2,1,2.0
431,contrabass_ord_G#2_mf_431.wav,Contrabass,ordinario,4.51,G#2,44,mf,2,2,3.0
432,contrabass_ord_G#2_mf_432.wav,Contrabass,ordinario,4.865,G#2,44,mf,2,3,4.0
433,contrabass_ord_A2_mf_433.wav,Contrabass,ordinario,8.033,A2,45,mf,2,0,1.0
434,contrabass_ord_A2_mf_434.wav,Contrabass,ordinario,5.405,A2,45,mf,2,1,2.0
435,contrabass_ord_A2_mf_435.wav,Contrabass,ordinario,4.882,A2,45,mf,2,2,3.0
436,contrabass_ord_A2_mf_436.wav,Contrabass,ordinario,5.447,A2,45,mf,2,3,4.0
437,contrabass_ord_A#2_mf_437.wav,Contrabass,ordinario,6.275,A#2,46,mf,2,0,1.0
438,contrabass_ord_A#2_mf_438.wav,Contrabass,ordinario,5.591,A#2,46,mf,2,1,2.0
439,contrabass_ord_A#2_mf_439.wav,Contrabass,ordinario,4.608,A#2,46,mf,2,2,3.0
440,contrabass_ord_A#2_mf_440.wav,Contrabass,ordinario,5.168,A#2,46,mf,2,3,4.0
441,contrabass_ord_B2_mf_441.wav,Contrabass,ordinario,7.299,B2,47,mf,2,0,1.0
442,contrabass_ord_B2_mf_442.wav,Contrabass,ordinario,6.122,B2,47,mf,2,1,2.0
443,contrabass_ord_B2_mf_443.wav,Contrabass,ordinario,5.67,B2,47,mf,2,2,3.0
444,contrabass_ord_B2_mf_444.wav,Contrabass,ordinario,5.391,B2,47,mf,2,3,4.0
445,contrabass_ord_C3_mf_445.wav,Contrabass,ordinario,5.77,C3,48,mf,2,0,1.0
446,contrabass_ord_C3_mf_446.wav,Contrabass,ordinario,4.586,C3,48,mf,2,1,2.0
447,contrabass_ord_C3_mf_447.wav,Contrabass,ordinario,4.87,C3,48,mf,2,2,3.0
448,contrabass_ord_C3_mf_448.wav,Contrabass,ordinario,4.299,C3,48,mf,2,3,4.0
449,contrabass_ord_C#3_mf_449.wav,Contrabass,ordinario,4.973,C#3,49,mf,2,0,1.0
450,contrabass_ord_C#3_mf_450.wav,Contrabass,ordinario,5.982,C#3,49,mf,2,1,2.0
451,contrabass_ord_C#3_mf_451.wav,Contrabass,ordinario,4.356,C#3,49,mf,2,2,3.0
452,contrabass_ord_C#3_mf_452.wav,Contrabass,ordinario,4.537,C#3,49,mf,2,3,4.0
453,contrabass_ord_D3_mf_453.wav,Contrabass,ordinario,6.444,D3,50,mf,2,0,1.0
454,contrabass_ord_D3_mf_454.wav,Contrabass,ordinario,6.209,D3,50,mf,2,1,2.0
455,contrabass_ord_D3_mf_455.wav,Contrabass,ordinario,4.47,D3,50,mf,2,2,3.0
456,contrabass_ord_D3_mf_456.wav,Contrabass,ordinario,4.88,D3,50,mf,2,3,4.0
457,contrabass_ord_D#3_mf_457.wav,Contrabass,ordinario,5.351,D#3,51,mf,2,0,1.0
458,contrabass_ord_D#3_mf_458.wav,Contrabass,ordinario,5.753,D#3,51,mf,2,1,2.0
459,contrabass_ord_D#3_mf_459.wav,Contrabass,ordinario,4.612,D#3,51,mf,2,2,3.0
460,contrabass_ord_D#3_mf_460.wav,Contrabass,ordinario,4.297,D#3,51,mf,2,3,4.0
461,contrabass_ord_E3_mf_461.wav,Contrabass,ordinario,6.129,E3,52,mf,2,0,1.0
462,contrabass_ord_E3_mf_462.wav,Contrabass,ordinario,6.076,E3,52,mf,2,1,2.0
463,contrabass_ord_E3_mf_463.wav,Contrabass,ordinario,5.067,E3,52,mf,2,2,3.0
464,contrabass_ord_F3_mf_464.wav,Contrabass,ordinario,4.645,F3,53,mf,2,0,1.0
465,contrabass_ord_F3_mf_465.wav,Contrabass,ordinario,5.137,F3,53,mf,2,1,2.0
466,contrabass_ord_F3_mf_466.wav,Contrabass,ordinario,4.104,F3,53,mf,2,2,3.0
467,contrabass_ord_F#3_mf_467.wav,Contrabass,ordinario,4.367,F#3,54,mf,2,0,1.0
468,contrabass_ord_F#3_mf_468.wav,Contrabass,ordinario,4.084,F#3,54,mf,2,1,2.0
469,contrabass_ord_F#3_mf_469.wav,Contrabass,ordinario,4.196,F#3,54,mf,2,2,3.0
470,contrabass_ord_G3_mf_470.wav,Contrabass,ordinario,4.386,G3,55,mf,2,0,1.0
471,contrabass_ord_G3_mf_471.wav,Contrabass,ordinario,6.185,G3,55,mf,2,1,2.0
472,contrabass_ord_G3_mf_472.wav,Contrabass,ordinario,4.846,G3,55,mf,2,2,3.0
473,contrabass_ord_G#3_mf_473.wav,Contrabass,ordinario,5.412,G#3,56,mf,2,0,1.0
474,contrabass_ord_G#3_mf_474.wav,Contrabass,ordinario,4.619,G#3,56,mf,2,1,2.0
475,contrabass_ord_G#3_mf_475.wav,Contrabass,ordinario,4.232,G#3,56,mf,2,2,3.0
476,contrabass_ord_A3_mf_476.wav,Contrabass,ordinario,6.167,A3,57,mf,2,0,1.0
477,contrabass_ord_A3_mf_477.wav,Contrabass,ordinario,4.552,A3,57,mf,2,1,2.0
478,contrabass_ord_A#3_mf_478.wav,Contrabass,ordinario,5.006,A#3,58,mf,2,0,1.0
479,contrabass_ord_A#3_mf_479.wav,Contrabass,ordinario,4.221,A#3,58,mf,2,1,2.0
480,contrabass_ord_B3_mf_480.wav,Contrabass,ordinario,4.785,B3,59,mf,2,0,1.0
481,contrabass_ord_B3_mf_481.wav,Contrabass,ordinario,5.907,B3,59,mf,2,1,2.0
482,contrabass_ord_C4_mf_482.wav,Contrabass,ordinario,4.518,C4,60,mf,2,0,1.0
483,contrabass_ord_C4_mf_483.wav,Contrabass,ordinario,4.343,C4,60,mf,2,1,2.0
484,contrabass_ord_C#4_mf_484.wav,Contrabass,ordinario,4.337,C#4,61,mf,2,0,1.0
485,contrabass_ord_C#4_mf_485.wav,Contrabass,ordinario,5.027,C#4,61,mf,2,1,2.0
486,contrabass_ord_D4_mf_486.wav,Contrabass,ordinario,4.49,D4,62,mf,2,0,1.0
487,contrabass_ord_D4_mf_487.wav,Contrabass,ordinario,3.616,D4,62,mf,2,1,2.0
488,contrabass_ord_D#4_mf_488.wav,Contrabass,ordinario,4.391,D#4,63,mf,2,0,1.0
489,contrabass_ord_E4_mf_489.wav,Contrabass,ordinario,4.113,E4,64,mf,2,0,1.0
490,contrabass_ord_F4_mf_490.wav,Contrabass,ordinario,3.67,F4,65,mf,2,0,1.0
491,contrabass_ord_F#4_mf_491.wav,Contrabass,ordinario,4.25,F#4,66,mf,2,0,1.0
492,contrabass_ord_G4_mf_492.wav,Contrabass,ordinario,4.39,G4,67,mf,2,0,1.0
493,contrabass_ord_G#4_mf_493.wav,Contrabass,ordinario,4.003,G#4,68,mf,2,0,1.0
494,contrabass_ord_A4_mf_494.wav,Contrabass,ordinario,3.614,A4,69,mf,2,0,1.0
495,contrabass_ord_A#4_mf_495.wav,Contrabass,ordinario,3.833,A#4,70,mf,2,0,1.0
496,contrabass_ord_B4_mf_496.wav,Contrabass,ordinario,3.685,B4,71,mf,2,0,1.0
497,contrabass_ord_C5_mf_497.wav,Contrabass,ordinario,3.35,C5,72,mf,2,0,1.0
498,contrabass_ord_E1_ff_498.wav,Contrabass,ordinario,10.987,E1,28,ff,4,3,4.0
499,contrabass_ord_F1_ff_499.wav,Contrabass,ordinario,9.013,F1,29,ff,4,3,4.0
500,contrabass_ord_F#1_ff_500.wav,Contrabass,ordinario,7.712,F#1,30,ff,4,3,4.0
501,contrabass_ord_G1_ff_501.wav,Contrabass,ordinario,5.515,G1,31,ff,4,3,4.0
502,contrabass_ord_G#1_ff_502.wav,Contrabass,ordinario,6.043,G#1,32,ff,4,3,4.0
503,contrabass_ord_A1_ff_503.wav,Contrabass,ordinario,9.949,A1,33,ff,4,2,3.0
504,contrabass_ord_A1_ff_504.wav,Contrabass,ordinario,7.247,A1,33,ff,4,3,4.0
505,contrabass_ord_A#1_ff_505.wav,Contrabass,ordinario,6.378,A#1,34,ff,4,2,3.0
506,contrabass_ord_A#1_ff_506.wav,Contrabass,ordinario,6.312,A#1,34,ff,4,3,4.0
507,contrabass_ord_B1_ff_507.wav,Contrabass,ordinario,7.049,B1,35,ff,4,2,3.0
508,contrabass_ord_B1_ff_508.wav,Contrabass,ordinario,6.816,B1,35,ff,4,3,4.0
509,contrabass_ord_C2_ff_509.wav,Contrabass,ordinario,5.573,C2,36,ff,4,2,3.0
510,contrabass_ord_C2_ff_510.wav,Contrabass,ordinario,5.493,C2,36,ff,4,3,4.0
511,contrabass_ord_C#2_ff_511.wav,Contrabass,ordinario,4.939,C#2,37,ff,4,2,3.0
512,contrabass_ord_C#2_ff_512.wav,Contrabass,ordinario,4.914,C#2,37,ff,4,3,4.0
513,contrabass_ord_D2_ff_513.wav,Contrabass,ordinario,10.818,D2,38,ff,4,1,2.0
514,contrabass_ord_D2_ff_514.wav,Contrabass,ordinario,6.723,D2,38,ff,4,2,3.0
515,contrabass_ord_D2_ff_515.wav,Contrabass,ordinario,4.847,D2,38,ff,4,3,4.0
516,contrabass_ord_D#2_ff_516.wav,Contrabass,ordinario,5.466,D#2,39,ff,4,1,2.0
517,contrabass_ord_D#2_ff_517.wav,Contrabass,ordinario,4.942,D#2,39,ff,4,2,3.0
518,contrabass_ord_D#2_ff_518.wav,Contrabass,ordinario,4.491,D#2,39,ff,4,3,4.0
519,contrabass_ord_E2_ff_519.wav,Contrabass,ordinario,7.712,E2,40,ff,4,1,2.0
520,contrabass_ord_E2_ff_520.wav,Contrabass,ordinario,5.369,E2,40,ff,4,2,3.0
521,contrabass_ord_E2_ff_521.wav,Contrabass,ordinario,4.55,E2,40,ff,4,3,4.0
522,contrabass_ord_F2_ff_522.wav,Contrabass,ordinario,5.535,F2,41,ff,4,1,2.0
523,contrabass_ord_F2_ff_523.wav,Contrabass,ordinario,5.361,F2,41,ff,4,2,3.0
524,contrabass_ord_F2_ff_524.wav,Contrabass,ordinario,5.092,F2,41,ff,4,3,4.0
525,contrabass_ord_F#2_ff_525.wav,Contrabass,ordinario,6.083,F#2,42,ff,4,1,2.0
526,contrabass_ord_F#2_ff_526.wav,Contrabass,ordinario,4.34,F#2,42,ff,4,2,3.0
527,contrabass_ord_F#2_ff_527.wav,Contrabass,ordinario,5.188,F#2,42,ff,4,3,4.0
